Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNr,Niederlassung
46,49472.2553883599,0.0,1.0,36.0,K1639,Bayern
50,61480.98123663141,0.0,1.0,44.0,K1640,Baden-Württemberg
33,54044.93494557665,0.0,0.0,30.0,K1588,Bayern
50,66940.78999582701,0.0,0.0,32.0,K1867,Thüringen
65,74982.30954012758,0.0,0.0,27.0,K1638,Hessen
65,62675.60049141745,0.0,1.0,33.0,K1818,Baden-Württemberg
65,85235.07133486084,0.0,1.0,44.0,K1495,Nordrhein-Westfalen
39,23109.88057358736,0.0,1.0,39.0,K1600,Sachsen
48,55111.1738291915,0.0,1.0,31.0,K1587,Nordrhein-Westfalen
64,74797.71960677873,0.0,0.0,28.0,K1482,Niedersachsen
63,66343.41078153354,0.0,1.0,53.0,K1470,Baden-Württemberg
50,58484.54039041646,0.0,1.0,40.0,K1517,Thüringen
66,88621.24191112188,0.0,0.0,44.0,K1573,Hessen
36,30932.04803160049,0.0,0.0,43.0,K1514,Baden-Württemberg
64,70306.34919789399,0.0,1.0,36.0,K1112,Berlin
53,49633.94504662924,0.0,1.0,30.0,K1685,Nordrhein-Westfalen
66,69331.45165711388,0.0,0.0,32.0,K1260,Baden-Württemberg
37,51799.464698996206,0.0,0.0,40.0,K1985,Baden-Württemberg
38,51013.21862383295,0.0,1.0,49.0,K1530,Nordrhein-Westfalen
60,77364.77312129164,0.0,0.0,34.0,K1206,Bayern
62,69519.57087189915,0.0,0.0,31.0,K1304,Sachsen
40,52774.29440970104,0.0,0.0,41.0,K1529,Hessen
56,70615.54950914938,0.0,0.0,15.0,K1403,Brandenburg
39,43354.50180165668,0.0,0.0,28.0,K1989,Bayern
68,89005.39288890261,0.0,0.0,22.0,K1352,Baden-Württemberg
35,39196.70589672828,0.0,1.0,26.0,K1583,Bayern
58,74550.6202554913,0.0,0.0,32.0,K1410,Niedersachsen
65,83198.24248402342,0.0,1.0,47.0,K1421,Berlin
33,45748.42693618564,0.0,1.0,55.0,K1107,Niedersachsen
47,79607.66735450045,0.0,1.0,47.0,K1510,Berlin
47,59352.78068693205,0.0,1.0,14.0,K1847,Baden-Württemberg
60,55814.79620631314,0.0,1.0,27.0,K1365,Baden-Württemberg
52,66108.25385529606,0.0,1.0,41.0,K1472,Thüringen
69,85175.91833307281,0.0,1.0,31.0,K1263,Nordrhein-Westfalen
42,54182.115014181705,0.0,1.0,26.0,K1659,Nordrhein-Westfalen
44,52096.75434082368,0.0,1.0,45.0,K1934,Nordrhein-Westfalen
55,88482.68247002398,0.0,1.0,26.0,K1782,Berlin
56,83787.01049645299,0.0,0.0,27.0,K1485,Niedersachsen
40,38822.673540278105,0.0,0.0,18.0,K1731,Berlin
56,66000.85802185375,0.0,0.0,32.0,K1407,Berlin
52,33297.75882314246,0.0,0.0,18.0,K1537,Nordrhein-Westfalen
65,68211.38298720564,0.0,1.0,20.0,K1627,Berlin
37,50176.78491659571,0.0,1.0,31.0,K1509,Bayern
38,48780.18090135144,0.0,1.0,18.0,K1948,Niedersachsen
37,41519.40253088631,0.0,1.0,33.0,K1460,Bayern
36,50243.04319986396,0.0,1.0,48.0,K1569,Nordrhein-Westfalen
31,26018.930843729628,0.0,0.0,32.0,K1858,Baden-Württemberg
38,44672.54475227276,0.0,0.0,36.0,K1317,Bayern
44,50981.53330613676,0.0,0.0,21.0,K1554,Sachsen
59,70012.55646857031,0.0,1.0,39.0,K1184,Baden-Württemberg
38,29787.61073967547,0.0,1.0,47.0,K1253,Hamburg
33,35350.734563498816,0.0,1.0,24.0,K1533,Hessen
63,60561.8096538407,0.0,1.0,38.0,K1165,Bayern
49,58250.254832502986,0.0,1.0,25.0,K1765,Baden-Württemberg
47,56933.67295901219,0.0,1.0,42.0,K1909,Baden-Württemberg
51,54872.34097614113,0.0,0.0,40.0,K1693,Bayern
64,85441.92783839643,0.0,0.0,42.0,K1870,Sachsen
60,67965.91123144886,0.0,1.0,29.0,K1370,Bayern
48,48300.49016663392,0.0,1.0,28.0,K1238,Baden-Württemberg
63,86198.61197070724,0.0,0.0,32.0,K1813,Nordrhein-Westfalen
54,53806.64986546736,0.0,0.0,37.0,K1649,Sachsen
57,78842.38490612834,0.0,0.0,24.0,K1451,Berlin
68,86965.51716221104,0.0,0.0,15.0,K1926,Berlin
47,50383.0035146331,0.0,1.0,35.0,K1738,Baden-Württemberg
31,10802.033307234791,0.0,1.0,25.0,K1561,Brandenburg
42,54815.06292960715,0.0,0.0,34.0,K1605,Baden-Württemberg
57,60410.81774322362,0.0,1.0,33.0,K1535,Baden-Württemberg
42,49912.5133607232,0.0,1.0,26.0,K1550,Sachsen
48,51462.33449658315,0.0,1.0,20.0,K1755,Niedersachsen
64,67482.49163937743,0.0,1.0,10.0,K1277,Bayern
40,59391.907257758285,0.0,0.0,37.0,K1555,Brandenburg
58,71796.78375066351,0.0,1.0,26.0,K1419,Berlin
64,85476.75002498372,0.0,1.0,27.0,K1437,Hamburg
67,94337.55474285186,0.0,1.0,27.0,K1906,Hessen
57,52369.614786572805,0.0,1.0,42.0,K1195,Thüringen
63,71786.86963567701,0.0,1.0,40.0,K1939,Bayern
40,39209.6501341634,0.0,0.0,43.0,K1286,Sachsen
41,50331.80083448773,0.0,0.0,48.0,K1686,Niedersachsen
33,47738.79992886855,0.0,1.0,47.0,K1900,Baden-Württemberg
57,51230.94265343794,0.0,1.0,28.0,K1174,Sachsen
62,64399.17380839598,0.0,0.0,18.0,K1236,Berlin
67,71626.52688470876,0.0,1.0,29.0,K1439,Bayern
35,50926.48935086532,0.0,1.0,35.0,K1702,Sachsen
51,66518.30950340244,0.0,1.0,22.0,K1240,Nordrhein-Westfalen
69,80266.5197570841,0.0,1.0,36.0,K1269,Niedersachsen
46,42528.58264935153,0.0,0.0,44.0,K1133,Nordrhein-Westfalen
63,75258.5882756021,0.0,0.0,50.0,K1888,Thüringen
44,50005.002649598144,0.0,0.0,23.0,K1298,Bayern
39,35225.29630047012,0.0,0.0,48.0,K1974,Niedersachsen
33,24242.6013961693,0.0,1.0,42.0,K1820,Berlin
42,54485.35271297408,0.0,1.0,33.0,K1630,Bayern
65,81926.49851495633,0.0,1.0,48.0,K1486,Bayern
40,51957.04750970712,0.0,1.0,16.0,K1245,Sachsen
36,47469.13210184134,0.0,1.0,18.0,K1278,Bayern
38,50640.423932004334,0.0,1.0,28.0,K1111,Bayern
51,55860.34134441505,0.0,1.0,44.0,K1823,Baden-Württemberg
66,68505.92715813697,0.0,0.0,37.0,K1790,Bayern
33,31654.70931020863,0.0,1.0,31.0,K1178,Bayern
44,54025.601631232574,0.0,1.0,30.0,K1987,Nordrhein-Westfalen
47,61371.86037427834,0.0,1.0,42.0,K1433,Bayern
33,37067.78183567922,0.0,1.0,47.0,K1558,Nordrhein-Westfalen
58,62171.39083962616,0.0,1.0,26.0,K1250,Baden-Württemberg
67,76785.41565787853,0.0,1.0,15.0,K1339,Hessen
40,35558.52295367206,0.0,0.0,31.0,K1325,Baden-Württemberg
32,20329.572188555016,0.0,1.0,30.0,K1475,Bayern
30,29694.36967212773,0.0,1.0,30.0,K1916,Niedersachsen
39,63156.4607924843,0.0,1.0,41.0,K1237,Berlin
59,71024.577322895,0.0,0.0,28.0,K1799,Hessen
51,70533.4440736586,0.0,1.0,7.0,K1969,Baden-Württemberg
67,86403.29453956797,0.0,1.0,29.0,K1290,Hessen
47,67161.18295243074,0.0,1.0,36.0,K1146,Berlin
31,54066.71490277438,0.0,0.0,45.0,K1652,Bayern
36,29204.045820516767,0.0,0.0,27.0,K1213,Bayern
40,59102.57639746197,0.0,0.0,29.0,K1708,Bayern
69,78816.42539608196,0.0,0.0,61.0,K1161,Nordrhein-Westfalen
69,79027.08313244994,0.0,1.0,24.0,K1499,Berlin
38,66319.92238394536,0.0,0.0,43.0,K1811,Baden-Württemberg
51,71227.25924976716,0.0,1.0,33.0,K1654,Hessen
31,35916.95084009938,0.0,1.0,34.0,K1129,Bayern
38,44788.123878098384,0.0,1.0,22.0,K1456,Sachsen
65,73604.96746986441,0.0,1.0,45.0,K1534,Berlin
66,65216.98045790985,0.0,1.0,13.0,K1539,Baden-Württemberg
53,58268.38455170221,0.0,0.0,57.0,K1156,Niedersachsen
66,81322.77755624868,0.0,1.0,42.0,K1631,Thüringen
52,59034.50276222728,0.0,0.0,22.0,K1921,Berlin
46,54677.38676147014,0.0,0.0,37.0,K1674,Thüringen
44,49839.08323147287,0.0,1.0,31.0,K1369,Baden-Württemberg
53,70483.67913038879,0.0,1.0,18.0,K1541,Baden-Württemberg
70,86136.18828412276,0.0,0.0,39.0,K1718,Baden-Württemberg
41,46277.31482345062,0.0,1.0,14.0,K1798,Bayern
58,83377.64375055519,0.0,1.0,25.0,K1457,Nordrhein-Westfalen
43,38133.969015536415,0.0,0.0,27.0,K1123,Baden-Württemberg
43,61618.7453207506,0.0,1.0,24.0,K1771,Bayern
52,66931.62974555178,0.0,1.0,26.0,K1687,Baden-Württemberg
66,82714.59944611686,0.0,0.0,16.0,K1188,Nordrhein-Westfalen
40,49390.74203480306,0.0,1.0,51.0,K1166,Nordrhein-Westfalen
38,46307.32262091811,0.0,1.0,33.0,K1377,Hessen
57,84130.8361121828,0.0,1.0,56.0,K1390,Nordrhein-Westfalen
61,61255.99192759155,0.0,0.0,22.0,K1800,Niedersachsen
66,64549.900810909385,0.0,1.0,26.0,K1851,Sachsen
37,37026.70345003768,0.0,0.0,52.0,K1117,Thüringen
37,41986.47519256367,0.0,0.0,42.0,K1287,Bayern
58,63296.69034048032,0.0,1.0,17.0,K1549,Baden-Württemberg
51,67323.14564444456,0.0,0.0,46.0,K1657,Berlin
55,63084.95068724524,0.0,0.0,34.0,K1328,Baden-Württemberg
66,84640.6305637355,0.0,1.0,34.0,K1618,Berlin
57,81289.8813692296,0.0,0.0,31.0,K1733,Berlin
35,44388.74911272415,0.0,1.0,30.0,K1692,Baden-Württemberg
43,49717.79872938432,0.0,1.0,46.0,K1797,Niedersachsen
35,41206.23466424097,0.0,0.0,39.0,K1628,Sachsen
62,72706.64550804085,0.0,0.0,50.0,K1769,Nordrhein-Westfalen
54,72310.20137385467,0.0,1.0,35.0,K1281,Berlin
60,74192.86253782813,0.0,1.0,25.0,K1946,Berlin
31,40364.83289990759,0.0,0.0,20.0,K1783,Niedersachsen
62,77712.60659770755,0.0,0.0,29.0,K1268,Hessen
55,66068.47971681332,0.0,1.0,35.0,K1353,Hessen
69,78275.28507069028,0.0,1.0,30.0,K1675,Thüringen
65,75316.25436063616,0.0,1.0,43.0,K1892,Nordrhein-Westfalen
56,58982.6724132594,0.0,1.0,16.0,K1179,Bayern
38,46195.15314751832,0.0,1.0,26.0,K1218,Bayern
70,69727.40958594189,0.0,1.0,35.0,K1740,Brandenburg
66,79151.82942397373,0.0,1.0,35.0,K1606,Nordrhein-Westfalen
40,67881.40169559825,0.0,0.0,41.0,K1209,Baden-Württemberg
47,52534.52360667457,0.0,0.0,50.0,K1219,Berlin
36,41110.880943472206,0.0,1.0,36.0,K1473,Baden-Württemberg
67,75807.6559482063,0.0,1.0,46.0,K1197,Baden-Württemberg
40,39443.816099458985,0.0,1.0,48.0,K1602,Niedersachsen
68,64541.87849781089,0.0,0.0,31.0,K1194,Hessen
47,52745.12664226462,0.0,0.0,24.0,K1441,Hamburg
30,31232.137410671497,0.0,0.0,52.0,K1984,Nordrhein-Westfalen
70,83902.94581993156,0.0,0.0,49.0,K1922,Niedersachsen
45,59679.660948359415,0.0,0.0,25.0,K1933,Thüringen
32,28689.47225291241,0.0,0.0,41.0,K1648,Sachsen
44,59093.19528865111,0.0,1.0,34.0,K1653,Berlin
47,43409.22363053848,0.0,0.0,32.0,K1199,Sachsen
62,77682.56445966552,0.0,0.0,28.0,K1116,Nordrhein-Westfalen
42,34572.62891288065,0.0,0.0,42.0,K1536,Niedersachsen
66,77908.2919508747,0.0,1.0,41.0,K1148,Nordrhein-Westfalen
53,44536.66728238031,0.0,1.0,36.0,K1147,Nordrhein-Westfalen
44,48650.03750087601,0.0,1.0,45.0,K1434,Sachsen
46,52041.42325072015,0.0,1.0,28.0,K1272,Bayern
62,85386.11536571402,0.0,1.0,35.0,K1884,Baden-Württemberg
45,39956.11884255284,0.0,1.0,34.0,K1642,Baden-Württemberg
55,70713.57874370294,0.0,1.0,40.0,K1840,Berlin
30,42439.49390670383,0.0,1.0,49.0,K1604,Berlin
53,55541.95679712114,0.0,1.0,50.0,K1283,Sachsen
56,62958.236734754246,0.0,1.0,28.0,K1688,Bayern
70,76890.7480564395,0.0,1.0,37.0,K1889,Berlin
55,67803.19569847536,0.0,1.0,39.0,K1698,Baden-Württemberg
32,47052.41137944455,0.0,1.0,30.0,K1282,Nordrhein-Westfalen
59,70568.66378815504,0.0,1.0,43.0,K1749,Bayern
38,31258.40589789548,0.0,0.0,39.0,K1815,Berlin
38,42954.2984579802,0.0,0.0,39.0,K1720,Baden-Württemberg
61,84321.02890463859,0.0,1.0,44.0,K1488,Baden-Württemberg
46,60088.44886582324,0.0,1.0,38.0,K1362,Bayern
46,71444.45810073885,0.0,1.0,23.0,K1839,Niedersachsen
34,34255.8842775536,0.0,1.0,34.0,K1440,Sachsen
47,50532.94655950043,0.0,1.0,32.0,K1656,Brandenburg
63,79754.37807458994,0.0,1.0,42.0,K1120,Nordrhein-Westfalen
57,58633.96976384482,0.0,1.0,32.0,K1108,Thüringen
65,62351.08641991102,0.0,0.0,40.0,K1516,Bayern
53,72003.34639382867,0.0,0.0,34.0,K1361,Nordrhein-Westfalen
63,79995.43490693603,0.0,1.0,23.0,K1556,Hessen
35,33793.84665708341,0.0,1.0,41.0,K1578,Berlin
61,79736.84965500307,0.0,1.0,31.0,K1802,Niedersachsen
69,98883.18757367524,0.0,1.0,29.0,K1498,Hessen
68,92374.32383282809,0.0,0.0,44.0,K1327,Baden-Württemberg
70,92238.94765868138,0.0,1.0,38.0,K1611,Bayern
57,52972.58201462748,0.0,0.0,47.0,K1672,Sachsen
36,47024.3005565006,0.0,1.0,26.0,K1525,Baden-Württemberg
41,45176.5164943388,0.0,0.0,33.0,K1429,Berlin
49,52713.55868975444,0.0,0.0,43.0,K1635,Baden-Württemberg
50,43389.6662576152,0.0,1.0,38.0,K1114,Niedersachsen
69,79689.64512573004,0.0,1.0,51.0,K1354,Bayern
41,53765.35585459019,0.0,0.0,21.0,K1127,Niedersachsen
49,57703.96636766509,0.0,1.0,27.0,K1461,Berlin
65,73776.46692409588,0.0,1.0,33.0,K1326,Niedersachsen
41,56806.22119727098,0.0,1.0,32.0,K1706,Bayern
34,34204.31522228897,0.0,1.0,43.0,K1871,Nordrhein-Westfalen
59,85332.22542381042,0.0,1.0,21.0,K1979,Nordrhein-Westfalen
55,58756.75145483924,0.0,1.0,34.0,K1633,Nordrhein-Westfalen
61,81435.30184849372,0.0,1.0,40.0,K1445,Niedersachsen
39,63688.04086663379,0.0,1.0,20.0,K1848,Berlin
51,46823.71950733446,0.0,0.0,41.0,K1624,Bayern
50,67276.38391826894,0.0,1.0,29.0,K1308,Hessen
45,70632.18116424145,0.0,0.0,52.0,K1342,Sachsen
33,36719.10148652727,0.0,1.0,35.0,K1198,Nordrhein-Westfalen
66,75021.34800930391,0.0,1.0,27.0,K1835,Bayern
63,65737.34789246088,0.0,0.0,49.0,K1545,Nordrhein-Westfalen
56,66606.82240212626,0.0,1.0,15.0,K1664,Bayern
42,42036.4907884942,0.0,1.0,36.0,K1389,Bayern
64,82889.73040827588,0.0,0.0,44.0,K1289,Baden-Württemberg
55,55421.10091157522,0.0,0.0,29.0,K1896,Niedersachsen
59,59731.06742753732,0.0,0.0,30.0,K1592,Nordrhein-Westfalen
63,78072.77390257167,0.0,1.0,30.0,K1258,Bayern
65,91807.01049333796,0.0,1.0,45.0,K1180,Nordrhein-Westfalen
53,65662.1492493404,0.0,1.0,48.0,K1761,Thüringen
36,29607.14160492055,0.0,1.0,23.0,K1736,Bayern
56,70410.79805191848,0.0,1.0,39.0,K1382,Bayern
47,63119.27077514208,0.0,0.0,51.0,K1173,Bayern
42,44380.59493320296,0.0,1.0,30.0,K1930,Bayern
56,71443.21885328605,0.0,1.0,31.0,K1293,Bayern
66,66735.69174215138,0.0,0.0,26.0,K1376,Nordrhein-Westfalen
30,40283.17451896094,0.0,1.0,50.0,K1767,Baden-Württemberg
49,54140.59545614648,0.0,1.0,29.0,K1816,Baden-Württemberg
33,36223.99905839761,0.0,0.0,52.0,K1341,Baden-Württemberg
68,81230.95237363465,0.0,0.0,46.0,K1193,Hessen
57,65786.36558907609,0.0,1.0,43.0,K1862,Thüringen
43,59089.74089652931,0.0,0.0,29.0,K1222,Sachsen
39,58806.417593735336,0.0,1.0,55.0,K1230,Niedersachsen
68,80798.29331494017,0.0,1.0,43.0,K1836,Nordrhein-Westfalen
36,38942.80911718784,0.0,0.0,35.0,K1394,Nordrhein-Westfalen
36,46373.45798243152,0.0,0.0,36.0,K1343,Bayern
42,57149.49800655036,0.0,0.0,35.0,K1105,Hessen
42,52174.79091303806,0.0,0.0,38.0,K1986,Bayern
42,46178.95708275883,0.0,1.0,28.0,K1572,Hessen
34,26418.801247455667,0.0,0.0,45.0,K1932,Sachsen
41,55038.29982685805,0.0,1.0,41.0,K1500,Hessen
62,71314.97859749506,0.0,0.0,37.0,K1636,Sachsen
33,49527.66481574445,0.0,0.0,25.0,K1231,Baden-Württemberg
54,53583.84502967968,0.0,0.0,39.0,K1383,Nordrhein-Westfalen
39,56179.01757390302,0.0,1.0,29.0,K1796,Nordrhein-Westfalen
54,69210.98341641495,0.0,1.0,40.0,K1221,Nordrhein-Westfalen
33,28556.82030061056,0.0,1.0,52.0,K1333,Nordrhein-Westfalen
32,40946.27928872359,0.0,0.0,28.0,K1727,Hessen
50,56452.50312454669,0.0,1.0,37.0,K1760,Bayern
64,66775.5553021718,0.0,1.0,11.0,K1703,Berlin
51,41344.513691095926,0.0,0.0,24.0,K1621,Nordrhein-Westfalen
37,42547.269364431886,0.0,1.0,45.0,K1379,Berlin
60,59341.44721400047,0.0,1.0,46.0,K1423,Hessen
36,54638.64043798264,0.0,0.0,31.0,K1711,Sachsen
69,71732.2488483215,0.0,0.0,26.0,K1249,Hessen
47,41229.83915188955,0.0,1.0,32.0,K1739,Nordrhein-Westfalen
42,52868.08933311733,0.0,0.0,22.0,K1663,Baden-Württemberg
68,74031.33048504737,0.0,0.0,41.0,K1914,Baden-Württemberg
33,44278.56567005231,0.0,0.0,51.0,K1850,Nordrhein-Westfalen
54,71794.83899910498,0.0,0.0,32.0,K1474,Berlin
62,78050.89145865993,0.0,0.0,49.0,K1373,Baden-Württemberg
60,80978.81780644435,0.0,1.0,28.0,K1728,Nordrhein-Westfalen
45,51056.508520397634,0.0,1.0,33.0,K1412,Nordrhein-Westfalen
53,64432.70137116784,0.0,1.0,41.0,K1528,Baden-Württemberg
48,62342.14554131874,0.0,0.0,32.0,K1415,Niedersachsen
51,56363.69118728709,0.0,0.0,35.0,K1459,Hamburg
63,72396.21052871113,0.0,1.0,48.0,K1151,Niedersachsen
34,26142.98247982684,0.0,0.0,50.0,K1454,Brandenburg
67,87205.89801486135,0.0,1.0,47.0,K1476,Sachsen
58,65207.45369111064,0.0,0.0,27.0,K1584,Baden-Württemberg
39,48650.32716141169,0.0,1.0,45.0,K1681,Nordrhein-Westfalen
58,80403.59755265598,0.0,1.0,25.0,K1366,Baden-Württemberg
62,68355.76502240951,0.0,0.0,35.0,K1300,Thüringen
49,54754.52544962578,0.0,1.0,44.0,K1995,Berlin
53,59447.262796840456,0.0,1.0,48.0,K1849,Nordrhein-Westfalen
52,67687.35381148307,0.0,1.0,47.0,K1212,Baden-Württemberg
41,43844.85658174201,0.0,0.0,51.0,K1971,Niedersachsen
50,56874.927420698994,0.0,1.0,32.0,K1164,Berlin
41,45205.48270302053,0.0,1.0,26.0,K1763,Baden-Württemberg
56,66037.855417978,0.0,0.0,33.0,K1368,Berlin
58,70703.99819302277,0.0,1.0,38.0,K1673,Hessen
32,57455.89154299589,0.0,0.0,42.0,K1205,Niedersachsen
60,78010.02181157023,0.0,0.0,40.0,K1548,Thüringen
54,54716.54874136162,0.0,1.0,39.0,K1595,Sachsen
68,74173.37479321256,0.0,1.0,41.0,K1792,Thüringen
45,56233.72142710067,0.0,1.0,46.0,K1904,Bayern
63,72230.76156233066,0.0,1.0,25.0,K1745,Nordrhein-Westfalen
63,68751.57141072903,0.0,1.0,39.0,K1274,Baden-Württemberg
63,81446.3626440167,0.0,0.0,12.0,K1284,Niedersachsen
52,63037.62322866091,0.0,0.0,42.0,K1409,Baden-Württemberg
55,63242.91075110579,0.0,1.0,35.0,K1446,Baden-Württemberg
36,49453.96108096693,0.0,1.0,36.0,K1162,Baden-Württemberg
30,46530.32318665145,0.0,1.0,45.0,K1963,Nordrhein-Westfalen
31,47601.83250459995,0.0,1.0,29.0,K1254,Hamburg
69,78663.93535160618,0.0,1.0,37.0,K1229,Niedersachsen
68,75303.55879567935,0.0,0.0,27.0,K1808,Nordrhein-Westfalen
51,57040.845501739626,0.0,1.0,38.0,K1155,Sachsen
45,44138.65666459138,0.0,1.0,31.0,K1458,Bayern
49,50246.09171758335,0.0,1.0,42.0,K1928,Sachsen
41,54152.49417110841,0.0,0.0,15.0,K1247,Berlin
70,71511.57807009188,0.0,0.0,47.0,K1575,Nordrhein-Westfalen
32,32659.50626332902,0.0,1.0,27.0,K1504,Bayern
63,74905.16215817424,0.0,1.0,35.0,K1680,Hessen
46,53575.60719815357,0.0,0.0,54.0,K1425,Hessen
32,34848.440657675164,0.0,0.0,24.0,K1124,Nordrhein-Westfalen
65,70533.06422668723,0.0,1.0,38.0,K1897,Nordrhein-Westfalen
51,53267.39361143701,0.0,1.0,53.0,K1812,Berlin
35,53193.85923018119,0.0,0.0,33.0,K1828,Thüringen
41,64926.19167828226,0.0,0.0,39.0,K1512,Hamburg
55,65102.40111435221,0.0,0.0,22.0,K1662,Bayern
53,64075.21152405026,0.0,0.0,36.0,K1143,Nordrhein-Westfalen
49,67290.60216332534,0.0,0.0,30.0,K1280,Hessen
41,35323.88007913634,0.0,1.0,24.0,K1350,Sachsen
59,63141.814178909146,0.0,0.0,31.0,K1845,Sachsen
67,78936.7240936164,0.0,1.0,34.0,K1707,Niedersachsen
51,76712.25928056381,0.0,1.0,36.0,K1873,Baden-Württemberg
44,48523.85972184355,0.0,1.0,54.0,K1869,Sachsen
37,41367.81621506573,0.0,0.0,31.0,K1259,Nordrhein-Westfalen
64,68522.84225868413,0.0,1.0,43.0,K1392,Sachsen
42,50054.07447111782,0.0,1.0,36.0,K1855,Nordrhein-Westfalen
51,64923.2465521522,0.0,1.0,39.0,K1122,Nordrhein-Westfalen
48,57701.18544621786,0.0,1.0,22.0,K1232,Nordrhein-Westfalen
38,25073.66890051087,0.0,0.0,44.0,K1427,Berlin
54,59813.591317114704,0.0,0.0,39.0,K1360,Berlin
52,55752.80243094997,0.0,1.0,42.0,K1875,Bayern
31,35492.79320276713,0.0,1.0,39.0,K1961,Nordrhein-Westfalen
69,75983.22376160801,0.0,0.0,47.0,K1295,Hessen
70,57964.51215425568,0.0,1.0,20.0,K1220,Hessen
37,38361.78583960067,0.0,0.0,25.0,K1842,Nordrhein-Westfalen
51,67445.37935769891,0.0,0.0,38.0,K1285,Bayern
41,40291.75658339562,0.0,1.0,40.0,K1406,Thüringen
45,34928.931486598696,0.0,1.0,14.0,K1784,Bayern
69,95449.89944185666,0.0,0.0,35.0,K1743,Berlin
30,44854.02478961971,0.0,0.0,36.0,K1754,Hessen
60,74006.40521042302,0.0,0.0,43.0,K1721,Bayern
67,92235.91092679052,0.0,1.0,29.0,K1701,Bayern
54,81957.21491840295,0.0,0.0,31.0,K1622,Berlin
31,31912.96328237923,0.0,0.0,29.0,K1980,Bayern
67,100322.36627573174,0.0,0.0,50.0,K1150,Bayern
47,56853.89576971034,0.0,1.0,43.0,K1912,Bayern
35,33579.07453165961,0.0,0.0,34.0,K1262,Baden-Württemberg
53,50242.75715062758,0.0,0.0,32.0,K1770,Nordrhein-Westfalen
52,58522.30288435561,0.0,0.0,36.0,K1276,Sachsen
35,35620.91508044857,0.0,0.0,33.0,K1121,Bayern
58,68324.69609736647,0.0,1.0,35.0,K1616,Bayern
44,64786.55370707238,0.0,1.0,56.0,K1153,Baden-Württemberg
32,45043.607729217045,0.0,0.0,17.0,K1967,Nordrhein-Westfalen
54,72200.30765952234,0.0,1.0,33.0,K1854,Hessen
46,61880.00432369419,0.0,0.0,40.0,K1620,Sachsen
70,97121.14063388376,0.0,1.0,36.0,K1722,Baden-Württemberg
68,91036.07992470788,0.0,1.0,40.0,K1585,Brandenburg
34,55437.44934982448,0.0,0.0,41.0,K1388,Sachsen
70,67947.50548655371,0.0,0.0,18.0,K1694,Bayern
68,67645.32893488045,0.0,0.0,51.0,K1330,Berlin
52,71199.25034553104,0.0,1.0,29.0,K1131,Berlin
34,31569.144694480678,0.0,1.0,58.0,K1953,Baden-Württemberg
45,50681.68694442643,0.0,1.0,41.0,K1542,Hessen
39,42755.05631672945,0.0,1.0,30.0,K1949,Hessen
60,61876.053857405335,0.0,0.0,20.0,K1469,Hessen
59,77392.45243948342,0.0,1.0,44.0,K1334,Hessen
35,31305.75142624562,0.0,1.0,27.0,K1142,Baden-Württemberg
66,76359.21101179442,0.0,0.0,22.0,K1962,Sachsen
59,58008.720109576505,0.0,1.0,35.0,K1479,Baden-Württemberg
31,41923.36515027969,0.0,1.0,33.0,K1574,Nordrhein-Westfalen
33,37291.97508568333,0.0,1.0,27.0,K1964,Bayern
64,80850.54112703342,0.0,0.0,36.0,K1863,Baden-Württemberg
31,24167.813958101447,0.0,1.0,41.0,K1756,Niedersachsen
46,47676.39503820558,0.0,1.0,55.0,K1299,Bayern
39,40081.01700884192,0.0,0.0,53.0,K1865,Nordrhein-Westfalen
63,84772.48084731762,0.0,1.0,30.0,K1973,Nordrhein-Westfalen
30,21238.02542225393,0.0,1.0,30.0,K1608,Berlin
54,53423.91068717487,0.0,0.0,36.0,K1966,Hamburg
49,55265.13374235362,0.0,1.0,57.0,K1846,Baden-Württemberg
65,79612.09314241726,0.0,0.0,34.0,K1684,Hessen
40,41616.57298010873,0.0,0.0,48.0,K1993,Nordrhein-Westfalen
30,54906.9841115438,0.0,0.0,36.0,K1267,Nordrhein-Westfalen
67,67953.50503425323,0.0,0.0,38.0,K1735,Niedersachsen
39,54069.62609830466,0.0,1.0,42.0,K1257,Bayern
58,68239.81506659748,0.0,1.0,38.0,K1789,Baden-Württemberg
39,47801.25201522806,0.0,1.0,29.0,K1734,Baden-Württemberg
42,54451.38922687168,0.0,0.0,17.0,K1780,Hessen
63,72872.40984065089,0.0,1.0,32.0,K1216,Brandenburg
69,77933.08345381929,0.0,1.0,43.0,K1331,Thüringen
39,39742.26414332624,0.0,1.0,37.0,K1723,Niedersachsen
48,46968.11334133677,0.0,1.0,16.0,K1208,Hessen
62,84204.70672820717,0.0,1.0,68.0,K1526,Bayern
59,64971.40044640654,0.0,1.0,29.0,K1524,Sachsen
30,25293.08536320475,0.0,1.0,37.0,K1691,Sachsen
48,57289.90314946119,0.0,0.0,16.0,K1224,Nordrhein-Westfalen
47,53602.47896688802,0.0,1.0,33.0,K1158,Nordrhein-Westfalen
62,70856.65436451563,0.0,1.0,40.0,K1256,Berlin
45,65988.52038027447,0.0,1.0,55.0,K1508,Sachsen
61,43123.90092326082,0.0,1.0,46.0,K1944,Baden-Württemberg
42,41050.15920441383,0.0,1.0,27.0,K1312,Baden-Württemberg
53,61112.05583267966,0.0,0.0,20.0,K1857,Baden-Württemberg
70,79595.02132977676,0.0,1.0,51.0,K1822,Thüringen
